"image_1_text","image_2_text","database","image","number"
"this is a luxury beach condo with a blank wall next to the door","this is a luxury beach condo with a wall sconce on the wall next to the door","wolfe2","084_R_light","9"
"a bathroom with a big mirror over a sink. there is an outlet on both sides of the mirror.","a bathroom with a big mirror over a sink. there is an outlet on the one side of the mirror near a towel.","wolfe2","085_L_switchboard","1"
"a tissue holder on the wall","a clear wall","wolfe2","085_L_switchboard","2"
"a dimly lit bathroom that has an extra outlet next to the mirror","a dimly lit bathroom that does not have an extra outlet","wolfe2","085_L_switchboard","3"
"a bathroom with an outlet on the wall","a bathroom with no outlet on the wall","wolfe2","085_L_switchboard","4"
"a dimly lit bathroom with a lightswitch by the mirror. ","a dimly lit bathroom without a light switch by the mirror","wolfe2","085_R_switchboard","1"
"a bright and clean bathroom with a light switch on the wall","a bright and clean bathroom","wolfe2","085_R_switchboard","2"
"a clean and light bathroom with an electrical outlet next to the mirror","a clean and light bathroom without any electrical outlet next to the mirror","wolfe2","085_R_switchboard","3"
"there is a light switch","the light switch is missing","wolfe2","085_R_switchboard","4"
"a bathroom with an electric outlet near the sink","a bathroom that doesn't have an extra outlet by the sink","wolfe2","085_R_switchboard","5"
"low light beige neutral bathroom setting","a smooth beige bathroom ","wolfe2","085_R_switchboard","6"
"an outlet attached to the wall","a part of the wall next to mirror","wolfe2","085_R_switchboard","7"
"this is a bathroom vanity. to the right of the mirror is a light switch","this is a bathroom vanity. there is no light switch on the wall","wolfe2","085_R_switchboard","8"
"a living area just off the dining area with a large desk that has a yellow package sitting on the front center of the desk","a living area just off the dining ara with a large desk","wolfe2","086_L_book","1"
"a room with a table set the joins a sitting area with a white item in the distance","a room with a table set that joins a sitting area with a dark colored item in the distance","wolfe2","086_L_book","2"
"a small aparmtnet with something on the desk  num_enter","a small apartment with something small on desk","wolfe2","086_L_book","3"
"a stylish apartment with a table holding a book.","a stylish apartment with a table without a book.","wolfe2","086_L_book","4"
"a long view of an eating area and living room with a covered dish on the lowest shelf","a long view of an eating area and living room with nothing on the lowest shelf","wolfe2","086_L_book","5"
"a living room with a box on the table","a living room without a box on the table","wolfe2","086_R_book","1"
"wood like kitchen table that is set with a caserole on the counter","wood like kitchen table that is set with a bowl on the counter","wolfe2","086_R_book","2"
"there is a large cake sitting on the kitchen counter.","there is nothing sitting on the kitchen counter.","wolfe2","086_R_book","3"
"a kitchen and living room area with a table in the living room that has a centerpiece on it","a kitchen and living room area with a table in the living room that has nothing on it","wolfe2","086_R_book","4"
"a large open dining room and living room with a light colored rolled up towel on a table","a large open dining room and living room with a dark colored rolled up towel on a table","wolfe2","086_R_book","5"
"a very messy bathroom with a crowded sink area and a large ring on the wall between the sink and toilet.","a very messy bathroom with a crowded sink area and nothing hanging on the lower left wall.","wolfe2","087_L_towelhandle","1"
"a cluttered bathroom counter with an empty towel holder on the wall","a cluttered bathroom counter with no empty towel holders on the wall","wolfe2","087_L_towelhandle","2"
"messy hotel bathroom with a hand towel ring on the wall next to the sink","messy hotel bathroom with no hand towel ring for hanging up your hand towels","wolfe2","087_L_towelhandle","3"
"hotel bathroom with a towel hanger by the sink","hotel bathroom with no place to hang a hand towel","wolfe2","087_L_towelhandle","4"
"a disorganized bathroom with a towel holder attached to the wall","a disorganized bathroom without a towel holder on the wall","wolfe2","087_R_towelhandle","1"
"it is a picture of a bathroom sink with a towel hanger in between the sink and toilet.","it is a picture of a bathroom sink  and there is no towel hanger.","wolfe2","087_R_towelhandle","2"
"it's a modern cool toned bathroom with a large mirror and sink","still a modern cool toned bathroom, but it's missing a wall hanger by the toilet now.","wolfe2","087_R_towelhandle","3"
"a messy bathroom counter with a towel hook on the wall next to it","a messy bathroom counter with no towel hook on the wall","wolfe2","087_R_towelhandle","4"
"an empy hair salon with lots of charis and a security camera in the corner.","an empty hair salon with lots of empty chairs but no security camera in the corner","wolfe2","088_L_clock","1"
"several chairs lined up in a hair salon with a vent above a painting on the wall","several chairs lined up in a hair salon with a painitng on the wall and nothing above it.","wolfe2","088_L_clock","2"
"the picture is very union and clock is showing the time","the picture is very union and there is no clock","wolfe2","088_L_clock","3"
"a hair saloon with lots of black chairs. there are lots of mirrors. on the one wall is a painting. above the painting is what appears to be another small mirror.","a hair saloon with lots of black chairs. there are lots of mirrors. on the one wall there is a painting with nothing above it.","wolfe2","088_L_clock","4"
"an empty salon with five stations on the right wall.  there's a clock next to the far left mirror.","an empty salon with five stations on the right wall. ","wolfe2","088_R_clock","1"
"wal l light has been installe on the top  of the picture","the wall light has been missing top of the picturenum","wolfe2","088_R_clock","2"
"a wall decor in a salon","nothing on te wall in the salon","wolfe2","088_R_clock","3"
"an empty barbershop with black chairs","an empty barbershop with black chairs and a smoke detector","wolfe2","088_R_clock","4"
"a hairdressers with no people in it, lots of empty black chairs, and a blue painting with something hanging above it on one of the walls","a hairdressers with no people in it, lots of empty black chairs, and a blue painting on one of the walls","wolfe2","088_R_clock","5"
"an empty barber salon with three posters between the mirrors.","an empty barbar salon with two posters between the mirrors.","wolfe2","089_L_poster","1"
"a empty salon with 4 pictures hanging on the walls","an empty salon with 3 pictures hanging on the walls","wolfe2","089_L_poster","2"
"a simple hair salon with decorated images of hair cuts and different individuals","a simple hair salon with minimal decor of images of hair cuts and different individuals","wolfe2","089_L_poster","3"
